StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package
45303,Female,Pune,Tier2,EE,DataScience,Yes,Yes,6.83,6.22,6.3,5.95,6.12,6.21,6.27,6.32,6.27,81,1,2,1,1,1,61.6,3.6,56.9,52.9,1,Low,0,0,0
45304,Female,Bangalore,Tier1,ECE,DataScience,Yes,No,8.87,9.44,9.16,9.11,9.46,10,9.27,9.27,9.28,79.3,2,3,,3,0,,3.3,77.3,84.2,0,High,1,0,18.94
45305,Male,Ahmedabad,Tier1,ECE,Embedded,Yes,No,6.05,5.68,5.91,6.05,5.77,5.73,6.15,6.07,6.05,84.7,1,3,3,2,2,,4,71.7,82.7,0,Low,1,0,3.5
45306,Male,Kolkata,Tier2,ECE,Embedded,Yes,No,8.65,9.15,9.52,9.14,9.59,9.54,9.51,9.25,9.23,84.9,0,2,1,2,0,84.6,2.9,50.8,49.5,1,High,1,0,18.44
45307,Male,Pune,Tier3,CS,Networking,Yes,No,6.83,7.5,7.25,7.17,7.02,6.73,7.41,6.57,6.95,57.1,1,2,1,1,0,54.5,3.3,,47.8,0,Mid,1,0,8.89
45308,Male,Bangalore,Tier3,CS,AI,No,No,4.57,4,4.01,4,4.19,4,4,4,4.04,58.7,0,0,1,0,0,54.1,2,30.9,26.4,0,Low,0,0,0
45309,Male,Pune,Tier2,ECE,DataScience,No,No,5.48,5.4,5.95,5.54,5.45,5.22,5.35,5.12,5.42,57.4,0,1,1,1,1,65.3,2.9,56.1,58.2,0,Low,0,0,0
45310,Male,Mumbai,Tier1,ECE,Embedded,Yes,No,8.11,8.62,8.42,8.67,8.84,8.22,8.51,8.6,8.37,91.8,1,3,3,4,1,79.2,1.6,68.7,,1,High,1,0,18.56
45311,Male,Delhi,Tier2,Mechanical,DataScience,No,No,5.5,5.36,5.61,5.62,5.87,5.88,6.02,5.07,5.52,83.8,1,2,1,1,1,68.3,3,54.4,49,1,Low,0,0,0
45312,Female,Delhi,Tier1,CS,Embedded,No,No,8.64,8.52,8.7,8.33,8.93,8.45,8.88,8.73,8.64,88.2,2,3,3,3,1,87,4.6,81.3,75.5,1,High,1,0,22.14
45313,Female,Pune,Tier2,IT,Embedded,Yes,No,7.25,8,8.01,7.31,7.23,8.12,7.94,7.88,7.81,89.6,2,4,3,4,2,93.1,4.2,74.6,,0,Mid,1,0,8.71
45314,Female,Hyderabad,Tier2,ECE,AI,Yes,No,9.01,8.81,8.85,9.04,9.13,9.01,9.01,9.14,8.99,72.2,2,2,1,2,0,72.8,2.9,58.9,,1,High,1,0,18.18
45315,Male,Hyderabad,Tier3,Civil,Networking,Yes,No,4.56,4.55,4.67,4.87,5.11,5.22,4.96,5.07,4.96,61.3,1,0,1,0,0,48,2.6,30.3,,0,Low,0,0,0
45316,Male,Ahmedabad,Tier3,Mechanical,DataScience,No,No,6.97,6.87,6.89,7.09,7.54,6.84,6.46,7.1,7.04,66.5,0,1,1,1,0,40.5,2.4,24.8,23.8,0,Mid,0,0,0
45317,Male,Kolkata,Tier3,CS,DataScience,Yes,No,8.15,7.63,7.54,7.35,7.14,7.48,7.54,7.94,7.53,79,1,2,,2,0,70,4.2,52.1,47.9,1,Mid,1,0,8.53
45318,Male,Delhi,Tier2,ECE,Networking,Yes,Yes,5.6,5.81,6.13,5.97,6.29,5.59,5.82,6.3,6.16,76.4,1,2,1,2,1,84.4,3.5,65.5,51.8,0,Low,0,0,0
45319,Female,Ahmedabad,Tier3,IT,DataScience,No,Yes,6.04,5.93,5.94,5.91,5.92,6.22,5.85,6.25,6.25,63.7,0,0,1,0,0,34,2.3,29.9,25.9,0,Low,0,0,0
45320,Male,Kolkata,Tier3,ECE,Embedded,Yes,No,7.62,6.94,7.41,7.32,7.36,6.98,7.74,7.94,7.33,79.5,2,2,,2,1,68.4,4.1,50.7,48.7,0,Mid,1,0,8.08
45321,Male,Ahmedabad,Tier2,Mechanical,Networking,Yes,No,6.15,6.13,5.74,6.1,5.8,5.96,6.47,6.12,6.13,72.2,1,2,1,2,1,50.6,2.5,59.1,60.7,1,Low,0,0,0
45322,Female,Kolkata,Tier1,CS,Embedded,Yes,No,4.25,4.78,4.83,4.94,4.89,4.82,5.45,4.8,4.89,83.2,2,1,2,2,1,70.2,3.4,52.5,43.7,0,Low,1,0,3.07
45323,Male,Chennai,Tier1,Civil,DataScience,No,No,7.97,8.57,8.21,7.93,9.26,8.77,8.31,8.76,8.33,89.8,2,3,3,3,1,80.5,4.3,66.6,96.3,1,High,1,0,22.6
45324,Female,Hyderabad,Tier2,CS,AI,No,No,6.68,6.01,6.52,6.83,7.25,6.55,6.53,6.69,6.58,66.9,1,2,1,2,0,71.3,4,45.8,48.4,0,Mid,1,0,8.87
45325,Female,Jaipur,Tier3,ECE,Networking,No,Yes,5.58,6.24,6.09,5.75,5.64,5.53,6.26,5.43,5.76,57.3,0,0,1,0,0,44.6,2.3,31.2,32.9,0,Low,0,0,0
45326,Male,Hyderabad,Tier1,IT,AI,No,Yes,7.47,6.74,6.85,7,6.44,7.4,7.3,7.67,7.01,76.6,1,2,1,2,1,83.2,2.9,52.3,50.6,1,Mid,1,0,10.65
45327,Female,Jaipur,Tier1,CS,AI,Yes,No,7.62,7.38,7.51,7.65,8.23,7.95,8.01,8.08,7.83,89.9,3,3,3,3,2,95.3,4.9,82.4,73,0,Mid,1,0,8.89
45328,Male,Ahmedabad,Tier2,Civil,DataScience,No,No,5.17,5.26,5.82,5.53,5.49,5.66,5.85,5.59,5.52,74.2,1,2,1,2,1,71,3.2,51.9,,0,Low,0,0,0
45329,Female,Delhi,Tier2,Civil,Embedded,Yes,No,5.9,5.11,5.45,5.18,6.06,5.46,5.74,5.91,4.1,50.8782924,1,2,,2,1,37.2,4.2,3.5,57.5,1,Low,0,1,0
45330,Female,Delhi,Tier3,Mechanical,Embedded,Yes,Yes,5.05,4.37,5.64,4.39,4.97,4.95,4.64,4.57,4.85,65.4,0,0,1,0,0,41.5,1.9,26.8,31.6,0,Low,0,0,0
45331,Female,Ahmedabad,Tier2,CS,Networking,No,No,9.36,8.53,9.73,9.24,9.92,9.61,9.91,9.89,9.57,100,1,3,2,3,1,,,72.8,77.1,1,High,1,0,18.85
45332,Male,Bangalore,Tier2,CS,DataScience,Yes,Yes,5.33,6.01,6.04,5.75,6.06,5.86,5.67,5.99,5.99,77.8,0,2,1,1,0,55.1,3.5,63.5,62.2,0,Low,0,0,0
45333,Male,Bangalore,Tier2,ECE,DataScience,Yes,No,6.92,7.21,6.29,6.53,7.23,6.87,6.76,6.45,6.67,82.7,1,2,2,1,0,75.7,3.4,57.3,46.8,1,Mid,1,0,8.38
45334,Male,Bangalore,Tier3,EE,AI,Yes,Yes,6.39,5.88,6.35,6.34,5.97,5.6,5.96,5.76,6.12,63,0,1,,0,0,43.8,1.7,35.3,30.9,0,Low,0,0,0
45335,Female,Chennai,Tier2,ECE,Networking,Yes,No,7.04,7.48,7.1,7.01,7.71,7.43,7.45,6.84,7.18,69.1,1,2,2,1,1,,2.6,51.8,51.6,0,Mid,1,0,12.63
45336,Female,Jaipur,Tier3,Mechanical,Networking,Yes,No,4.43,4.44,5.22,4.5,4.43,4.63,4.22,4.91,4.65,60.9,0,1,1,0,0,48.4,2,31.7,28.7,0,Low,0,0,0
45337,Male,Mumbai,Tier1,Civil,AI,No,No,9.14,8.43,8.69,9.8,9.04,8.79,8.67,9.31,8.96,86.8,1,4,4,3,1,96.4,,86.2,88.2,0,High,1,0,19
45338,Male,Delhi,Tier1,EE,AI,Yes,No,8.28,8.7,9.29,9.18,8.4,8.87,9.35,9.34,8.71,94.1,2,3,2,3,2,81.3,4.5,81.2,68.4,1,High,1,0,22.61
45339,Male,Pune,Tier2,CS,DataScience,Yes,No,9.63,9.29,9.62,9.7,9.56,8.98,9.52,10,9.65,99.7,2,3,3,2,2,89,3,88,73.4,1,High,1,0,18.66
45340,Male,Delhi,Tier3,CS,Embedded,No,No,5.34,5.56,5.17,5.36,5.48,5.47,5.03,4.63,5.26,80.4,1,2,2,1,1,65.9,2.9,62.3,55.2,1,Low,0,0,0
45341,Male,Kolkata,Tier3,ECE,Networking,No,No,6.32,6.43,6.19,6.02,6.49,5.97,6.36,6,6.26,78.4,1,2,1,2,0,58.5,3.5,57.7,55.1,0,Low,1,0,3.59
45342,Male,Chennai,Tier1,IT,AI,No,No,9.9,9.84,10,9.83,10,10,10,9.68,9.93,87.1,3,3,3,2,2,77.5,4,83.3,89.1,1,High,1,0,25.67
45343,Male,Kochi,Tier3,Civil,AI,No,No,6.21,6.31,6.57,7,5.71,6.69,6.76,6.58,6.83,78.5,2,2,1,1,0,77.1,,72.6,54,1,Mid,1,0,8.19
45344,Male,Pune,Tier1,ECE,DataScience,No,No,4.77,5.03,5.11,4.99,4.65,4.92,4.92,5.68,4.96,64.6,1,1,3,2,1,64,2.1,55.2,39.9,0,Low,0,0,0
45345,Female,Kochi,Tier2,Mechanical,DataScience,Yes,No,6.79,7.11,7.45,7.53,7.24,7.3,7.63,7.4,7.41,75.1,1,2,2,1,0,57.6,3.5,59.2,61.6,1,Mid,1,0,12.26
45346,Male,Bangalore,Tier1,IT,DataScience,No,No,7.21,6.98,6.88,7.41,7.34,7.54,7.16,7.59,7.15,91.7,2,3,3,4,1,87.5,3.9,72.5,63.7,0,Mid,1,0,8.58
45347,Female,Chennai,Tier3,ECE,Networking,Yes,Yes,5.03,5.28,5.53,4.92,4.91,5.27,4.96,5.29,5.08,56.8,1,1,0,1,0,,2,33.4,33.2,0,Low,0,0,0
45348,Female,Chennai,Tier3,ECE,Embedded,No,No,7.71,7.62,7.7,8.05,7.5,7.86,7.71,7.96,7.79,65.2,1,2,2,1,0,,2.8,55.9,53.9,0,Mid,1,0,8.62
45349,Female,Jaipur,Tier2,Civil,AI,Yes,No,9.69,10,10,10,10,10,10,10,10,86.8,2,3,2,4,3,75.8,3.8,82.3,59.8,0,High,1,0,18.54
45350,Male,Bangalore,Tier2,IT,Networking,No,Yes,7.36,7.37,7.91,7.93,7.82,6.95,8.08,7.77,7.67,82.6,1,2,2,2,1,62.7,2.6,63.3,44.2,0,Mid,0,0,0
45351,Male,Bangalore,Tier2,Mechanical,DataScience,No,No,9.01,8.85,9.14,9.14,8.96,9.05,9.27,9.53,8.96,78.9,2,2,3,3,1,59.1,4.5,81.3,67.5,1,High,1,0,22.39
45352,Male,Kolkata,Tier1,ECE,Embedded,No,No,5.38,5.71,5.55,5.47,5.59,6.2,5.96,5.09,5.43,83.6,1,1,2,1,0,71.5,3.4,51.4,63.9,0,Low,0,0,0
45353,Male,Hyderabad,Tier2,Mechanical,DataScience,No,No,8.5,7.56,8.37,7.58,8.13,7.72,8.19,8.34,8,85.2,1,5,2,3,2,94.6,,66.8,70.3,1,Mid,1,0,8.7
45354,Male,Mumbai,Tier3,CS,Embedded,No,Yes,5.92,6.56,6.35,5.88,6.02,5.81,6.1,6.31,9.94,53.5,3,5,0,0,0,99.8,1.7,97.1,28.2,0,Low,0,1,0
45355,Female,Kolkata,Tier3,IT,Networking,Yes,No,5.41,5.18,5.25,4.93,5.36,5.63,5.72,5.67,5.41,59.5,0,0,0,1,0,43.8,1.9,29.2,34.4,1,Low,0,0,0
45356,Female,Hyderabad,Tier2,CS,AI,No,No,9.72,9.91,10,10,10,10,10,10,9.79,87.2,2,4,4,3,2,83.5,4.2,80.3,79.7,1,High,1,0,25.47
45357,Female,Mumbai,Tier2,Mechanical,Networking,No,No,7.91,7.43,8.03,8.28,8.35,8.28,8.14,8.07,8.03,93,2,3,4,4,2,85.5,4,68.3,97.6,1,High,1,0,22.01
45358,Male,Chennai,Tier1,Mechanical,Embedded,Yes,No,6.54,7.26,7.26,7.17,7.02,7.18,7.33,7.64,7.32,84.5,2,3,4,2,1,80.6,4.4,78.9,,1,Mid,1,0,8.68
45359,Male,Hyderabad,Tier2,Mechanical,Networking,No,No,7.76,7.88,7.55,7.49,7.65,7.91,7.81,7.09,7.52,66.6,1,2,2,2,1,70.8,3.2,62.1,54.7,1,Mid,1,0,8.27
45360,Male,Delhi,Tier1,ECE,Networking,No,No,7.77,7.62,8.22,7.88,7.99,7.59,8.59,8.1,8.07,100,2,4,3,2,2,79.8,5,97.6,92.7,1,High,1,0,22.04
45361,Male,Pune,Tier2,CS,AI,No,No,6.91,6.63,6.14,6.46,6.05,5.83,6.41,6.19,6.26,68.6,0,1,0,0,0,51.8,1.8,30.5,31.7,0,Low,0,0,0
45362,Female,Kolkata,Tier3,Mechanical,AI,Yes,No,7.32,6.77,7.28,6.85,6.82,6.96,7.06,7.8,7.26,68.9,1,1,2,2,0,72.9,,55.5,47.7,1,Mid,0,0,0
45363,Male,Delhi,Tier3,IT,DataScience,Yes,No,8.47,8.1,8.7,8.29,7.82,8.18,8.63,8.11,8.22,71.3,1,2,2,1,0,74.4,3.1,57.9,46,1,High,1,0,18.92
45364,Female,Hyderabad,Tier2,IT,DataScience,Yes,No,7.61,7.45,8.05,7.65,7.76,8.14,7.45,7.48,7.68,82.2,1,1,2,1,1,63.2,2.7,,46.7,1,Mid,1,0,12.89
45365,Female,Ahmedabad,Tier3,IT,Networking,Yes,Yes,5.4,5.28,5.3,5.22,5,5.3,5.4,4.52,5.19,65.7,0,1,0,1,0,56.6,1.6,20,30.7,0,Low,0,0,0
45366,Male,Bangalore,Tier1,EE,DataScience,Yes,No,7.74,7.31,7.19,8.07,7.78,8.14,7.62,8.05,7.87,100,1,2,,3,1,83.8,4,80.2,,1,Mid,1,0,9.05
45367,Male,Hyderabad,Tier3,CS,DataScience,Yes,No,7.02,7.39,7.25,8.12,7.4,7.5,7.74,7.89,7.57,94.6,1,2,1,2,0,58.9,3.6,46.1,,1,Mid,1,0,8.87
45368,Female,Bangalore,Tier2,EE,Embedded,No,No,6.95,6.29,6.69,7.03,6.82,6.85,6.56,7.04,6.75,80.9,1,2,2,1,1,70.3,2.5,48.3,50.5,0,Mid,1,0,8.15
45369,Female,Delhi,Tier2,ECE,Networking,No,No,8.56,7.62,8.29,7.98,7.92,7.94,8.14,8.4,7.97,80.3,1,1,2,2,0,66,2.2,60.5,50.3,1,Mid,1,0,9.36
45370,Male,Mumbai,Tier1,IT,AI,Yes,No,5.82,5.72,6.09,5.99,6.18,5.65,5.48,5.87,6.02,85.5,0,1,1,0,1,61,3.8,56.5,51.5,1,Low,0,0,0
45371,Female,Bangalore,Tier1,CS,Networking,No,No,9.41,10,9.48,10,10,10,10,10,9.82,78.4,2,3,3,3,0,100,3.6,82.6,91.2,1,High,1,0,25.73
45372,Male,Mumbai,Tier2,CS,Embedded,No,No,5.48,5.38,5.74,5.91,5.67,5.58,6.16,6.06,5.75,77.4,0,2,2,2,0,58.1,2.4,65.3,53.7,0,Low,0,0,0
45373,Male,Kolkata,Tier2,Mechanical,AI,Yes,Yes,6.62,7.04,7.03,6.51,6.74,6.37,5.89,6.67,9.9,67.6,3,5,1,1,1,98,1.6,96.1,36.2,0,Mid,0,1,0
45374,Male,Hyderabad,Tier1,Civil,Networking,No,No,8.21,8.54,8.21,8.54,8.17,8.6,8.65,8.72,8.45,80.1,2,3,1,3,1,74.9,4.4,91.6,76.7,1,High,1,0,22.63
45375,Male,Chennai,Tier2,Mechanical,Networking,No,Yes,10,9.69,10,10,10,10,9.78,9.86,10,70.6,1,2,2,3,1,69.4,3.5,48.5,52.9,0,High,1,0,18.55
45376,Male,Kolkata,Tier2,CS,Embedded,Yes,No,8.95,9.24,8.58,8.22,9.15,8.41,8.97,8.54,8.72,82,2,2,3,3,1,80.7,3.7,67.2,77.1,1,High,1,0,22.36
45377,Male,Hyderabad,Tier3,Civil,DataScience,Yes,No,4.26,5.58,4.71,4.96,5.16,4.7,4.91,5.13,4.77,86.6,1,1,1,2,0,65.1,2.9,56,53.7,0,Low,0,0,0
45378,Female,Hyderabad,Tier2,CS,DataScience,No,No,5.29,5.98,5.74,5.47,5.24,5.54,5.53,5.52,5.65,76.9,1,1,,1,0,65.5,2.7,63.1,,1,Low,1,0,4.34
45379,Male,Hyderabad,Tier3,Civil,DataScience,No,No,7.57,8.18,8.11,7.82,7.72,8.38,7.75,8.11,8.11,82.2,1,2,2,1,0,63.9,3.6,66.8,53.2,1,High,1,0,22.12
45380,Male,Jaipur,Tier2,ECE,Networking,Yes,No,8.2,8.45,8.72,8.52,8.86,8.94,8.45,8.65,8.58,91.2,2,2,2,3,1,78.3,4.1,,78.5,0,High,1,0,18.28
45381,Male,Delhi,Tier2,Civil,DataScience,Yes,No,9.96,10,9.87,9.94,9.84,10,10,10,10,93.9,3,4,3,3,1,90,4.9,70.7,80.5,0,High,1,0,18.4
45382,Female,Pune,Tier2,CS,Networking,Yes,No,5.35,5.04,5.18,4.91,4.9,5.25,5.04,5.15,5.1,77.4,1,3,1,1,1,60.6,2.3,,53.8,0,Low,1,0,4.56
45383,Female,Kochi,Tier2,ECE,Embedded,No,No,8.01,8.43,7.83,7.92,8.31,8.57,8.66,8.63,8.18,81.3,2,4,2,3,1,68.9,5,68.1,86.5,0,High,1,0,18.49
45384,Female,Ahmedabad,Tier1,ECE,Embedded,Yes,No,7.92,8.21,8.34,8.37,8.5,8.59,8.4,8.6,8.54,89.2,2,4,3,3,2,66.7,3.2,97.1,73.6,0,High,1,0,18.34
45385,Male,Pune,Tier2,IT,Embedded,No,No,8.02,8.2,8.72,7.24,7.81,8.01,7.85,8.03,7.99,71.5,1,2,2,1,1,73.5,2.5,64.4,62.5,1,Mid,1,0,8.03
45386,Male,Mumbai,Tier1,CS,AI,Yes,No,8.03,7.86,7.53,7.81,7.77,8.13,7.91,8.4,8.01,75.3,2,3,3,3,2,72.7,4.8,82.2,90.7,1,High,1,0,22.95
45387,Female,Bangalore,Tier3,IT,Embedded,Yes,Yes,5.85,5.77,6.22,6.28,6.36,5.96,6.06,6.01,5.98,68.7,1,1,0,0,0,35.1,,28.3,35,0,Low,0,0,0
45388,Female,Pune,Tier1,CS,DataScience,Yes,No,8.22,7.75,8.29,8.48,7.7,8.29,7.86,8.16,8.11,96.7,2,4,3,3,1,87,5,95.5,69.3,1,High,1,0,22.49
45389,Male,Pune,Tier3,Mechanical,Networking,No,Yes,8.51,8.84,8.15,8.29,8.98,8.03,8.22,8.86,8.52,71,1,2,2,2,0,65.1,2.5,53,47.5,0,High,1,0,18.52
45390,Male,Jaipur,Tier1,CS,DataScience,No,No,9.36,8.77,9.07,8.98,9.5,9.4,9.37,9.53,9.24,71.9,2,2,3,3,2,98.4,3.2,87.7,83.9,1,High,1,0,25.63
45391,Male,Bangalore,Tier2,Mechanical,AI,Yes,Yes,9.03,8.53,8.68,8.55,9.03,8.87,9.04,8.6,8.67,80.5,1,2,1,2,1,64.1,2.8,57.4,55.7,1,High,1,0,18.12
45392,Male,Chennai,Tier2,EE,Networking,Yes,No,7.18,7.16,7.52,6.92,6.87,6.76,7.2,7.18,6.94,86.8,1,2,0,2,1,59,2.1,60,43.1,1,Mid,1,0,8.69
45393,Male,Hyderabad,Tier2,CS,DataScience,Yes,No,5.62,5.53,6.02,5.9,5.46,5.41,5.59,5.3,5.51,76.3,2,0,2,2,0,66.5,,57,42.9,1,Low,0,0,0
45394,Female,Pune,Tier2,CS,DataScience,Yes,No,5.88,6.07,6.12,6.15,6.04,5.99,6.75,6.71,6.06,78.5,1,1,2,2,0,71.2,3,32.9,53.6,1,Low,0,0,0
45395,Male,Jaipur,Tier1,IT,DataScience,Yes,No,9.82,9.62,9.36,10,9.21,9.34,10,9.87,9.61,89.5,3,3,,3,1,,4.6,77,67.8,1,High,1,0,25.45
45396,Female,Hyderabad,Tier2,CS,AI,No,No,9.59,10,10,10,10,9.82,9.92,10,9.88,76.7,2,4,3,4,1,90.9,4.1,79.9,76.7,1,High,1,0,25.61
45397,Female,Bangalore,Tier2,CS,DataScience,No,No,4.68,4.23,4.95,4.46,4.38,4.71,4.45,4,4.51,71.9,0,1,1,0,0,47.5,1,29.7,27.6,0,Low,0,0,0
45398,Male,Hyderabad,Tier2,Mechanical,Embedded,No,No,8.64,8.13,8.18,8.71,8.62,8.52,8.33,8.92,8.41,73.5,1,2,,1,0,61.9,3.2,42.8,44.7,0,High,1,0,18.17
45399,Female,Delhi,Tier2,Civil,Embedded,Yes,No,5.1,4.83,4.89,5.38,5.58,4.89,4.35,5.08,5,74.8,1,2,2,2,1,62.3,3.4,49.6,,0,Low,0,0,0
45400,Female,Bangalore,Tier3,EE,DataScience,Yes,Yes,4.39,5.42,4.81,4.91,4.55,4.83,4.61,4.72,4.87,61.9,0,0,,0,0,41.1,1.5,29.3,37.7,0,Low,0,0,0
45401,Female,Hyderabad,Tier1,CS,Networking,No,No,8.32,8.57,8.44,8.74,8.64,8.84,8.34,8.68,8.57,90.3,2,3,4,3,2,91.5,4.6,66,77.4,1,High,1,0,22.13
45402,Male,Hyderabad,Tier3,CS,AI,No,No,7.77,7.77,8.17,7.8,8.53,8.29,8.08,7.75,7.9,69.7,1,2,0,1,1,56.8,2.5,51.7,59.7,1,Mid,1,0,8.78
45403,Male,Chennai,Tier2,Mechanical,Networking,Yes,No,8.49,7.64,8.56,8.11,8.5,8.3,8.17,8.29,8.15,96.8,2,3,3,4,1,73.5,4.4,65.2,,0,High,1,0,18.8
45404,Male,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,8.98,8.38,9.17,9.14,9.16,8.86,8.71,9.56,8.97,87.7,2,3,3,2,2,,3.3,78.3,74.4,1,High,1,0,22.26
45405,Male,Jaipur,Tier2,Mechanical,Networking,No,No,7.89,7.34,7.85,7.95,8.71,8.41,8.38,7.87,9.88,87.9,3,5,2,2,1,97.1,4.2,97.9,77.9,1,High,1,1,25.38
45406,Male,Chennai,Tier2,Mechanical,Embedded,No,Yes,5.13,4.99,5.7,5.18,4.87,5.17,5.03,5.01,5.19,67.1,0,0,0,1,0,52.4,2.4,24.5,,0,Low,0,0,0
45407,Male,Mumbai,Tier2,CS,DataScience,Yes,No,5.08,5.48,5.02,4.89,4.63,5.35,4.96,5.1,5.12,71.8,0,2,1,1,0,60.9,1.9,55.5,57,0,Low,0,0,0
45408,Male,Hyderabad,Tier1,IT,Embedded,No,No,7.98,7.88,7.17,7.78,7.33,7.84,7.79,7.49,7.61,89.4,2,3,3,3,1,74.7,3.4,55.9,77.6,0,Mid,1,0,12.42
45409,Female,Mumbai,Tier1,ECE,Networking,Yes,No,9.46,9.07,8.66,9.03,9.08,8.96,9.7,9.72,9.32,85.6,2,5,2,3,1,75.5,3.9,80.7,83.6,1,High,1,0,25.05
45410,Male,Kochi,Tier2,CS,AI,Yes,No,8.16,7.6,7.97,7.51,7.89,8.2,8.39,8.4,9.76,79.8,3,5,4,3,1,97.2,4.4,97.2,78.4,1,Mid,1,1,8.11
45411,Female,Bangalore,Tier3,Civil,Networking,No,Yes,6.47,6.83,6.54,5.93,6.5,6.14,6.79,6.2,6.37,58.3,1,2,1,1,0,46.1,2.1,24.5,30.5,0,Low,0,0,0
45412,Male,Pune,Tier2,EE,DataScience,No,Yes,6.69,7.33,7.11,7.09,6.87,6.89,6.55,6.78,7.05,73.4,1,2,1,1,0,,1.9,56.1,57.7,1,Mid,0,0,0
45413,Male,Ahmedabad,Tier3,CS,Networking,No,No,7.4,7.48,7.44,7.46,6.86,6.83,6.57,7.05,7.01,61,0,1,,0,0,44.8,,27.8,36.1,0,Mid,0,0,0
45414,Female,Ahmedabad,Tier2,CS,AI,No,Yes,4.08,4.08,4.27,4,4.04,4,4,4,4,54.5,0,0,0,0,0,46,1.5,25.6,,0,Low,0,0,0
45415,Male,Chennai,Tier3,EE,Networking,Yes,No,4.97,5.92,4.85,5.14,4.84,4.91,4.89,4.91,4.93,72.8,0,1,1,0,0,54.2,2.3,30.4,29.3,0,Low,0,0,0
45416,Female,Pune,Tier2,ECE,Embedded,Yes,No,7.86,7.7,8.5,7.79,7.88,8.63,8.75,8.21,8.29,95.1,2,3,3,4,1,82,4,73.1,69.1,0,High,1,0,18.17
45417,Male,Pune,Tier1,Mechanical,Networking,No,No,9.88,9.04,8.75,9.53,9.62,9.23,9.69,9.11,9.32,84.4,1,3,3,3,1,73.9,5,80.3,71.4,0,High,1,0,18.79
45418,Female,Hyderabad,Tier2,ECE,AI,No,No,6.71,6.5,6.8,6.42,6.33,6.33,6.55,6.32,6.48,80.7,0,2,2,1,0,68,2.4,69.3,51.2,1,Low,0,0,0
45419,Female,Hyderabad,Tier2,CS,Networking,Yes,No,6.86,6.36,6.46,6.8,6.48,6.04,6.28,7.03,6.45,64.5,1,1,2,1,1,68.6,2.9,57.8,44.8,0,Low,0,0,0
45420,Female,Jaipur,Tier3,Civil,Embedded,Yes,No,8.54,9.08,8.17,8.56,8.5,8.78,8.58,8.84,9.96,76.2,3,5,2,3,0,97.9,2.2,99.1,53.6,0,High,1,1,18.18
45421,Female,Bangalore,Tier1,IT,AI,No,No,8.92,8.63,8.88,9.39,9.32,9.13,9.5,9.47,9.37,93.4,1,2,4,3,1,99.5,4.3,51.9,69.3,1,High,1,0,25.27
45422,Female,Hyderabad,Tier3,CS,Networking,No,Yes,7.21,7.2,6.78,6.58,6.7,6.8,6.98,6.36,6.99,63.5,0,0,0,0,0,39.5,1.9,30.7,32.3,0,Mid,0,0,0
45423,Female,Delhi,Tier2,IT,DataScience,No,No,9.99,9.74,10,9.92,10,10,10,10,9.85,87.2,3,4,3,3,1,78.9,3.3,82.6,71.3,1,High,1,0,25.81
45424,Female,Hyderabad,Tier2,Mechanical,Networking,No,No,9.3,10,9.8,9.97,9.94,9.74,9.8,9.34,9.69,90.3,2,4,3,3,1,75.8,5,80,95.5,1,High,1,0,25.98
45425,Female,Mumbai,Tier2,CS,DataScience,Yes,No,6.1,6.31,5.86,6.18,6.74,6.7,6.4,6.89,6.45,74.4,0,1,,1,1,64.6,1.4,51.3,,0,Low,0,0,0
45426,Female,Bangalore,Tier2,Civil,Networking,No,No,7.59,7.13,7.35,7.68,7.24,7.76,7.45,7.76,7.54,84,3,3,3,4,0,77.6,3.2,93.1,84.2,1,Mid,1,0,8.59
45427,Male,Mumbai,Tier1,CS,DataScience,Yes,No,8.51,8.69,8.12,7.89,8.71,8.4,8.34,8.17,8.39,95.9,2,4,3,3,0,88.2,3.8,61.2,72.8,0,High,1,0,18.76
45428,Male,Delhi,Tier1,CS,Embedded,Yes,No,7.31,6.58,6.3,6.29,7.19,7.23,6.85,7.06,6.71,80.6,1,4,3,4,2,90.1,3.2,84.9,74.7,0,Mid,1,0,8.63
45429,Male,Jaipur,Tier1,IT,AI,Yes,No,7.52,7.31,7.54,7.48,7.59,7.87,7.26,7.75,7.64,98.6,2,3,3,4,1,91.2,4.2,80.2,78.1,1,Mid,1,0,8.92
45430,Male,Chennai,Tier1,IT,AI,Yes,No,10,10,10,9.56,10,10,10,10,9.95,100,2,3,3,3,1,81.3,3.8,69.8,69.9,0,High,1,0,18.27
45431,Male,Bangalore,Tier2,CS,Networking,Yes,No,8.57,8.12,8.41,8.29,8.47,8.46,7.95,8.53,8.37,85.4,2,3,2,3,2,,3.7,74.8,79.8,0,High,1,0,18.04
45432,Male,Kolkata,Tier1,Mechanical,DataScience,No,No,8.27,8.24,8.27,8.16,8.28,8.46,8.5,8.39,8.3,79.5,2,2,1,2,0,75,,53.4,47.8,1,High,1,0,18.75
